"ERR2103718_sorted"	"ERR2103722_sorted"	"ERR2103723_sorted"
"gene:Rv0242c"	895	896	739
"gene:Rv0243"	1373	1491	1190
"gene:Rv0244c"	595	1101	676
"gene:Rv0245"	297	285	209
"gene:Rv0246"	153	161	111
"gene:Rv0247c"	708	1162	781
"gene:Rv0248c"	1135	1948	1332
"gene:Rv0249c"	473	1043	856
"gene:Rv0250c"	762	1096	812
"gene:Rv0251c"	124	170	160
"gene:Rv0252"	198	511	3000
"gene:Rv0253"	26	86	496
"gene:Rv0254c"	30	38	33
"gene:Rv0255c"	128	149	185
"gene:Rv0256c"	167	210	252
"gene:Rv0257"	34	39	26
"gene:Rv0258c"	61	91	90
"gene:Rv0259c"	1	15	103
"gene:Rv0260c"	4	15	133
"gene:Rv0261c"	16	32	149
"gene:Rv0262c"	133	165	156
"gene:Rv0263c"	244	287	212
"gene:Rv0264c"	104	128	100
"gene:Rv0265c"	168	224	169
"gene:Rv0266c"	291	271	224
"gene:Rv0267"	7	19	81
"gene:Rv0268c"	692	625	569
"gene:Rv0269c"	82	90	67
"gene:Rv0270"	2249	1880	1571
"gene:Rv0271c"	635	768	525
"gene:Rv0272c"	279	409	309
"gene:Rv0273c"	150	183	128
"gene:Rv0274"	152	238	184
"gene:Rv0275c"	271	341	248
"gene:Rv0276"	2110	1957	1703
"gene:Rv0277c"	300	651	404
"gene:Rv0278c"	77	69	88
"gene:Rv0279c"	52	51	58
"gene:Rv0280"	17	17	13
"gene:Rv0281"	222	348	241
"gene:Rv0282"	1780	2272	1795
"gene:Rv0283"	738	834	690
"gene:Rv0284"	2061	2417	1857
"gene:Rv0285"	109	127	85
"gene:Rv0286"	1168	955	818
"gene:Rv0287"	1114	790	691
"gene:Rv0288"	1206	1033	963
"gene:Rv0289"	1152	991	854
"gene:Rv0290"	991	820	662
"gene:Rv0291"	655	562	516
"gene:Rv0292"	422	416	377
"gene:Rv0293c"	774	932	774
"gene:Rv0294"	62	53	56
"gene:Rv0295c"	250	405	240
"gene:Rv0296c"	219	370	262
"gene:Rv0297"	496	346	322
"gene:Rv0298"	433	583	456
"gene:Rv0299"	213	354	239
"gene:Rv0300"	172	293	226
"gene:Rv0301"	226	449	269
"gene:Rv0302"	150	308	210
"gene:Rv0303"	119	199	138
"gene:Rv0304c"	302	387	279
"gene:Rv0305c"	243	281	221
"gene:Rv0306"	26	32	29
"gene:Rv0307c"	173	147	130
"gene:Rv0308"	552	605	402
"gene:Rv0309"	674	1052	874
"gene:Rv0310c"	44	63	45
"gene:Rv0311"	164	173	129
"gene:Rv0312"	324	708	479
"gene:Rv0313"	450	630	469
"gene:Rv0314c"	813	740	617
"gene:Rv0315"	580	982	807
"gene:Rv0316"	102	139	92
"gene:Rv0317c"	458	440	381
"gene:Rv0318c"	44	56	62
"gene:Rv0319"	59	69	51
"gene:Rv0320"	48	92	67
"gene:Rv0321"	94	154	108
"gene:Rv0322"	29	55	30
"gene:Rv0323c"	58	67	39
"gene:Rv0324"	18	25	17
"gene:Rv0325"	20	19	23
"gene:Rv0326"	14	24	23
"gene:Rv0327c"	11	22	16
"gene:Rv0328"	61	99	64
"gene:Rv0329c"	6	5	11
"gene:Rv0330c"	9	11	14
"gene:Rv0331"	45	105	48
"gene:Rv0332"	139	184	108
"gene:Rv0333"	128	140	105
"gene:Rv0334"	259	288	212
"gene:Rv0335c"	1	2	2
"gene:Rv0336"	152	383	269
"gene:Rv0337c"	467	849	613
"gene:Rv0338c"	1872	2813	1901
"gene:Rv0339c"	170	179	126
"gene:Rv0340"	108	93	93
"gene:Rv0341"	400	182	161
"gene:Rv0342"	498	437	329
"gene:Rv0343"	220	265	159
"gene:Rv0344c"	35	82	38
"gene:Rv0345"	77	118	82
"gene:Rv0346c"	1504	1857	1990
"gene:Rv0347"	153	195	133
"gene:Rv0348"	89	125	103
"gene:Rv0349"	109	189	125
"gene:Rv0350"	2567	3623	2498
"gene:Rv0351"	508	801	504
"gene:Rv0352"	722	921	606
"gene:Rv0353"	225	315	221
"gene:Rv0354c"	71	70	65
"gene:Rv0355c"	2111	1771	1512
"gene:Rv0356c"	30	51	42
"gene:Rv0357c"	144	193	131
"gene:Rv0358"	21	27	13
"gene:Rv0359"	38	43	29
"gene:Rv0360c"	50	60	49
"gene:Rv0361"	530	592	531
"gene:Rv0362"	44	103	96
"gene:Rv0363c"	683	922	654
"gene:Rv0364"	421	654	380
"gene:Rv0365c"	76	138	87
"gene:Rv0366c"	13	29	17
"gene:Rv0367c"	15	32	23
"gene:Rv0368c"	10	21	17
"gene:Rv0369c"	26	23	21
"gene:Rv0370c"	19	45	21
"gene:Rv0371c"	3	6	6
"gene:Rv0372c"	6	10	3
"gene:Rv0373c"	82	71	63
"gene:Rv0374c"	19	11	12
"gene:Rv0375c"	14	16	5
"gene:Rv0376c"	46	33	22
"gene:Rv0377"	93	119	78
"gene:Rv0378"	2	5	1
"gene:Rv0379"	381	523	412
"gene:Rv0380c"	17	25	17
"gene:Rv0381c"	64	77	56
"gene:Rv0382c"	104	146	108
"gene:Rv0383c"	572	810	655
"gene:Rv0384c"	403	422	424
"gene:Rv0385"	45	52	45
"gene:Rv0386"	110	300	198
"gene:Rv0387c"	8	17	15
"gene:Rv0388c"	25	39	37
"gene:Rv0389"	66	73	51
"gene:Rv0390"	62	124	106
"gene:Rv0391"	255	385	288
"gene:Rv0392c"	353	323	295
"gene:Rv0393"	1	5	3
"gene:Rv0394c"	179	177	127
"gene:Rv0395"	3	8	6
"gene:Rv0396"	5	6	4
"gene:Rv0397"	1	4	3
"gene:Rv0397A"	251	182	143
"gene:Rv0398c"	39	38	34
"gene:Rv0399c"	120	116	101
"gene:Rv0400c"	194	223	123
"gene:Rv0401"	25	27	20
"gene:Rv0402c"	301	648	480
"gene:Rv0403c"	54	129	105
"gene:Rv0404"	536	766	606
"gene:Rv0405"	1297	1779	1343
"gene:Rv0406c"	95	71	71
"gene:Rv0407"	376	425	259
"gene:Rv0408"	590	674	413
"gene:Rv0409"	408	434	277
"gene:Rv0410c"	667	785	526
"gene:Rv0411c"	279	355	266
"gene:Rv0412c"	457	540	392
"gene:Rv0413"	56	88	44
"gene:Rv0414c"	18	18	21
"gene:Rv0415"	108	101	83
"gene:Rv0416"	15	15	11
"gene:Rv0417"	51	50	37
"gene:Rv0418"	434	651	466
"gene:Rv0419"	1016	1016	839
"gene:Rv0420c"	94	149	88
"gene:Rv0421c"	112	159	100
"gene:Rv0422c"	172	239	173
"gene:Rv0423c"	1682	1839	1429
"gene:Rv0424c"	393	444	469
"gene:Rv0425c"	2199	2309	1785
"gene:Rv0426c"	482	435	397
"gene:Rv0427c"	122	205	132
"gene:Rv0428c"	74	106	52
"gene:Rv0429c"	106	210	125
"gene:Rv0430"	293	611	389
"gene:Rv0431"	149	287	152
"gene:Rv0432"	546	783	536
"gene:Rv0433"	633	927	651
"gene:Rv0434"	252	358	276
"gene:Rv0435c"	375	475	310
"gene:Rv0436c"	190	222	167
"gene:Rv0437c"	82	84	63
"gene:Rv0438c"	79	131	134
"gene:Rv0439c"	117	168	93
"gene:Rv0440"	4686	6528	4094
"gene:Rv0441c"	75	80	85
"gene:Rv0442c"	576	551	522
"gene:Rv0443"	314	378	294
"gene:Rv0444c"	165	297	214
"gene:Rv0445c"	141	272	225
"gene:Rv0446c"	182	235	190
"gene:Rv0447c"	139	201	163
"gene:Rv0448c"	1	5	4
"gene:Rv0449c"	45	74	41
"gene:Rv0450c"	690	1000	770
"gene:Rv0451c"	107	179	167
"gene:Rv0452"	28	51	29
"gene:Rv0453"	18	32	22
"gene:Rv0454"	6	8	0
"gene:Rv0455c"	1111	1056	795
"gene:Rv0456c"	51	63	67
"gene:Rv0456A"	8	25	17
"gene:Rv0456B"	3	7	8
"gene:Rv0457c"	76	99	82
"gene:Rv0458"	630	350	311
"gene:Rv0459"	191	109	88
"gene:Rv0460"	144	198	112
"gene:Rv0461"	142	212	154
"gene:Rv0462"	1490	2036	1418
"gene:Rv0463"	81	101	73
"gene:Rv0464c"	367	594	440
"gene:Rv0465c"	200	359	230
"gene:Rv0466"	438	551	426
"gene:Rv0467"	299	1256	639
"gene:Rv0468"	218	571	382
"gene:Rv0469"	645	1590	1020
"gene:Rv0470c"	1308	1655	1300
"gene:Rv0470A"	34	39	40
"gene:Rv0471c"	55	91	62
"gene:Rv0472c"	337	640	422
"gene:Rv0473"	159	291	187
"gene:Rv0474"	221	219	214
"gene:Rv0475"	1561	847	840
"gene:Rv0476"	391	350	319
"gene:Rv0477"	316	339	261
"gene:Rv0478"	99	131	103
"gene:Rv0479c"	982	1075	948
"gene:Rv0480c"	53	97	70
"gene:Rv0481c"	150	188	140
"gene:Rv0482"	29	51	35
"gene:Rv0483"	536	1188	825
"gene:Rv0484c"	63	86	66
"gene:Rv0485"	443	818	604
"gene:Rv0486"	357	466	365
"gene:Rv0487"	297	338	242
"gene:Rv0488"	37	62	46
"gene:Rv0489"	161	310	222
"gene:Rv0490"	622	1051	661
"gene:Rv0491"	335	503	318
"gene:Rv0492c"	39	64	44
"gene:Rv0492A"	8	17	10
"gene:Rv0493c"	50	45	28
"gene:Rv0494"	3	11	3
"gene:Rv0495c"	166	301	241
"gene:Rv0496"	353	463	385
"gene:Rv0497"	165	226	164
"gene:Rv0498"	100	117	113
"gene:Rv0499"	49	82	72
"gene:Rv0500"	150	257	180
"gene:Rv0500A"	426	684	533
"gene:Rv0500B"	550	511	466
"gene:Rv0501"	693	992	1167
"gene:Rv0502"	3703	2956	2978
"gene:Rv0503c"	1391	1891	1387
"gene:Rv0504c"	127	241	172
"gene:Rv0505c"	381	456	404
"gene:Rv0506"	576	710	626
"gene:Rv0507"	637	935	708
"gene:Rv0508"	40	74	57
"gene:Rv0509"	1536	1600	1343
"gene:Rv0510"	494	591	454
"gene:Rv0511"	892	1346	898
"gene:Rv0512"	550	835	513
"gene:Rv0513"	324	439	285
"gene:Rv0514"	63	117	70
"gene:Rv0515"	146	392	275
"gene:Rv0516c"	1055	1093	931
"gene:Rv0517"	402	412	359
"gene:Rv0518"	115	174	143
"gene:Rv0519c"	95	193	146
"gene:Rv0520"	169	134	163
"gene:Rv0521"	40	22	30
"gene:Rv0522"	373	362	289
"gene:Rv0523c"	55	68	57
"gene:Rv0524"	252	396	221
"gene:Rv0525"	48	72	56
"gene:Rv0526"	117	195	134
"gene:Rv0527"	105	131	109
"gene:Rv0528"	162	288	197
"gene:Rv0529"	167	245	176
"gene:Rv0530"	543	506	426
"gene:Rv0530A"	213	211	207
"gene:Rv0531"	143	156	148
"gene:Rv0532"	73	53	40
"gene:Rv0533c"	183	208	197
"gene:Rv0534c"	39	56	52
"gene:Rv0535"	39	63	55
"gene:Rv0536"	22	29	16
"gene:Rv0537c"	511	566	438
"gene:Rv0538"	91	170	120
"gene:Rv0539"	21	38	34
"gene:Rv0540"	12	33	36
"gene:Rv0541c"	242	349	234
"gene:Rv0542c"	248	328	292
"gene:Rv0543c"	709	589	513
"gene:Rv0544c"	68	80	72
"gene:Rv0545c"	1901	2529	1737
"gene:Rv0546c"	102	184	135
"gene:Rv0547c"	83	157	117
"gene:Rv0548c"	450	519	388
"gene:Rv0549c"	41	71	44
"gene:Rv0550c"	19	31	20
"gene:Rv0551c"	104	133	114
"gene:Rv0552"	86	109	71
"gene:Rv0553"	15	19	20
"gene:Rv0554"	123	188	155
"gene:Rv0555"	297	466	318
"gene:Rv0556"	184	280	179
"gene:Rv0557"	265	353	270
"gene:Rv0558"	284	302	242
"gene:Rv0559c"	603	774	549
"gene:Rv0560c"	75	99	63
"gene:Rv0561c"	53	93	69
"gene:Rv0562"	355	536	360
"gene:Rv0563"	234	361	308
"gene:Rv0564c"	143	126	111
"gene:Rv0565c"	237	242	173
"gene:Rv0566c"	145	162	126
"gene:Rv0567"	278	484	355
"gene:Rv0568"	409	622	444
"gene:Rv0569"	2132	988	2281
"gene:Rv0570"	551	585	1120
"gene:Rv0571c"	473	325	492
"gene:Rv0572c"	159	370	504
"gene:Rv0573c"	65	107	183
"gene:Rv0574c"	176	305	612
"gene:Rv0575c"	3	4	4
"gene:Rv0576"	192	251	194
"gene:Rv0577"	217	234	196
"gene:Rv0578c"	1052	711	851
"gene:Rv0579"	342	289	244
"gene:Rv0580c"	503	306	321
"gene:Rv0581"	48	78	78
"gene:Rv0582"	43	68	55
"gene:Rv0583c"	153	171	129
"gene:Rv0584"	275	294	271
"gene:Rv0585c"	138	147	129
"gene:Rv0586"	182	259	196
"gene:Rv0587"	282	303	264
"gene:Rv0588"	261	359	244
"gene:Rv0589"	386	517	336
"gene:Rv0590"	245	305	226
"gene:Rv0590A"	20	29	16
"gene:Rv0591"	25	55	31
"gene:Rv0592"	48	61	53
"gene:Rv0593"	48	74	55
"gene:Rv0594"	140	138	121
"gene:Rv0595c"	22	37	34
"gene:Rv0596c"	23	32	29
"gene:Rv0597c"	178	447	290
"gene:Rv0598c"	77	226	154
"gene:Rv0599c"	38	97	62
"gene:Rv0600c"	5	2	3
"gene:Rv0601c"	6	6	2
"gene:Rv0602c"	11	5	6
"gene:Rv0603"	1	1	1
"gene:Rv0604"	41	52	64
"gene:Rv0605"	155	211	128
"gene:Rv0606"	140	187	134
"gene:Rv0607"	18	28	19
"gene:Rv0608"	206	237	210
"gene:Rv0609"	116	153	142
"gene:Rv0609A"	48	79	75
"gene:Rv0610c"	148	149	124
"gene:Rv0611c"	175	180	195
"gene:Rv0612"	34	38	52
"gene:Rv0613c"	480	528	393
"gene:Rv0614"	8	9	9
"gene:Rv0615"	163	156	161
"gene:Rv0616c"	4	5	8
"gene:Rv0616A"	53	92	75
"gene:Rv0617"	42	68	50
"gene:Rv0618"	29	39	34
"gene:Rv0619"	1	2	2
"gene:Rv0620"	1	2	2
"gene:Rv0621"	108	83	47
"gene:Rv0622"	90	57	48
"gene:Rv0623"	32	64	46
"gene:Rv0624"	71	87	63
"gene:Rv0625c"	30	27	32
"gene:Rv0626"	42	88	75
"gene:Rv0627"	62	77	60
"gene:Rv0628c"	144	157	138
"gene:Rv0629c"	109	88	71
"gene:Rv0630c"	84	106	90
"gene:Rv0631c"	60	93	57
"gene:Rv0632c"	860	1201	867
"gene:Rv0633c"	101	244	173
"gene:Rv0634c"	386	586	398
"gene:Rv0634A"	651	796	628
"gene:Rv0634B"	313	555	409
"gene:Rv0635"	679	1062	614
"gene:Rv0636"	854	1110	624
"gene:Rv0637"	1033	1692	1184
"gene:Rv0638"	709	1042	779
"gene:Rv0639"	1407	2110	1596
"gene:Rv0640"	953	1294	1002
"gene:Rv0641"	1310	1826	1165
"gene:Rv0642c"	1498	2130	1580
"gene:Rv0643c"	892	1208	837
"gene:Rv0644c"	674	647	487
"gene:Rv0645c"	236	258	203
"gene:Rv0646c"	138	204	144
"gene:Rv0647c"	295	472	311
"gene:Rv0648"	48	35	39
"gene:Rv0649"	1	1	1
"gene:Rv0650"	0	6	2
"gene:Rv0651"	313	298	154
"gene:Rv0652"	187	208	104
"gene:Rv0653c"	25	19	22
"gene:Rv0654"	144	212	178
"gene:Rv0655"	4255	5265	4227
"gene:Rv0656c"	38	62	28
"gene:Rv0657c"	56	76	58
"gene:Rv0658c"	65	146	80
"gene:Rv0659c"	430	806	523
"gene:Rv0660c"	136	228	212
"gene:Rv0661c"	8	11	6
"gene:Rv0662c"	2	10	6
"gene:Rv0663"	387	653	512
"gene:Rv0664"	20	28	29
"gene:Rv0665"	19	31	27
"gene:Rv0666"	10	22	17
"gene:Rv0667"	7830	10430	7600
"gene:Rv0668"	7095	7962	5340
"gene:Rv0669c"	239	330	256
"gene:Rv0670"	391	512	354
"gene:Rv0671"	252	344	231
"gene:Rv0672"	491	641	571
"gene:Rv0673"	131	167	121
"gene:Rv0674"	80	74	84
"gene:Rv0675"	61	81	66
"gene:Rv0676c"	580	2482	1444
"gene:Rv0677c"	124	632	361
"gene:Rv0678"	78	380	219
"gene:Rv0679c"	429	464	428
"gene:Rv0680c"	284	334	301
"gene:Rv0681"	191	299	219
"gene:Rv0682"	1015	1450	1077
"gene:Rv0683"	858	1238	963
"gene:Rv0684"	7525	8849	6695
"gene:Rv0685"	9341	10415	7299
"gene:Rv0686"	488	646	491
"gene:Rv0687"	180	167	134
"gene:Rv0688"	366	399	275
"gene:Rv0689c"	0	1	0
"gene:Rv0690c"	298	417	336
"gene:Rv0691c"	300	391	334
"gene:Rv0691A"	470	557	512
"gene:Rv0692"	788	823	643
"gene:Rv0693"	1802	2103	1485
"gene:Rv0694"	1815	2062	1518
"gene:Rv0695"	925	772	642
"gene:Rv0696"	1466	879	833
"gene:Rv0697"	476	257	237
"gene:Rv0698"	26	67	42
"gene:Rv0699"	2	18	7
"gene:Rv0700"	2285	2209	1660
"gene:Rv0701"	2254	2395	1688
"gene:Rv0702"	1128	1381	1093
"gene:Rv0703"	788	998	762
"gene:Rv0704"	2115	2751	1863
"gene:Rv0705"	1604	1790	1293
"gene:Rv0706"	543	540	354
"gene:Rv0707"	1552	1351	1015
"gene:Rv0708"	856	836	548
"gene:Rv0709"	818	784	512
"gene:Rv0710"	1212	1113	750
"gene:Rv0711"	793	787	560
"gene:Rv0712"	231	203	136
"gene:Rv0713"	935	842	718
"gene:Rv0714"	525	914	664
"gene:Rv0715"	626	893	647
"gene:Rv0716"	1040	1383	963
"gene:Rv0717"	302	492	348
"gene:Rv0718"	1058	1576	1047
"gene:Rv0719"	1250	1723	1112
"gene:Rv0720"	211	279	201
"gene:Rv0721"	1091	1140	855
"gene:Rv0722"	339	367	245
"gene:Rv0723"	1298	1280	803
"gene:Rv0724"	1387	1866	1451
"gene:Rv0724A"	0	1	1
"gene:Rv0725c"	22	47	51
"gene:Rv0726c"	179	255	313
"gene:Rv0727c"	10	24	23
"gene:Rv0728c"	13	28	24
"gene:Rv0729"	28	29	21
"gene:Rv0730"	453	526	465
"gene:Rv0731c"	21	28	29
"gene:Rv0732"	1232	1587	1035
"gene:Rv0733"	571	754	553
"gene:Rv0734"	294	417	275
"gene:Rv0735"	31	45	29
"gene:Rv0736"	40	57	40
"gene:Rv0737"	38	31	33
"gene:Rv0738"	113	88	76
"gene:Rv0739"	154	98	115
"gene:Rv0740"	428	335	269
"gene:Rv0741"	434	517	380
"gene:Rv0742"	22	19	32
"gene:Rv0743c"	44	68	52
"gene:Rv0744c"	61	85	69
"gene:Rv0745"	7	2	3
"gene:Rv0746"	22	14	27
"gene:Rv0747"	38	45	74
"gene:Rv0748"	9	33	21
"gene:Rv0749"	25	92	48
"gene:Rv0749A"	47	60	60
"gene:Rv0750"	133	108	92
"gene:Rv0751c"	181	105	97
"gene:Rv0752c"	299	162	206
"gene:Rv0753c"	458	246	286
"gene:Rv0754"	106	82	84
"gene:Rv0755c"	1420	1132	965
"gene:Rv0755A"	495	298	378
"gene:Rv0756c"	139	153	152
"gene:Rv0757"	702	811	685
"gene:Rv0758"	513	439	403
"gene:Rv0759c"	1199	902	698
